"","SZAXPI003409.8","SZAXPI003410.3","SZAXPI003411.6","SZAXPI003412.1","SZAXPI003413.4","SZAXPI003414.3","SZAXPI003415.12","SZAXPI003416.4","SZAXPI003417.4","SZAXPI003418.8","SZAXPI003419.6","SZAXPI003420.4","SZAXPI003421.5","SZAXPI003422.11","SZAXPI003423.8","SZAXPI003424.12","SZAXPI003425.1","SZAXPI003426.11","SZAXPI003427.1","SZAXPI003428.6","SZAXPI003429.3","SZAXPI003430.5","SZAXPI003431.1","SZAXPI003432.12","SZAXPI003433.7","SZAXPI003434.7","SZAXPI003435.11","SZAXPI003436.7","SZAXPI003437.3","SZAXPI015209.133","SZAXPI015210.17","SZAXPI015211.166","SZAXPI015212.113","SZAXPI015213.15","SZAXPI015214.19","SZAXPI015215.20","SZAXPI015216.169","SZAXPI015217.140","SZAXPI015218.16","SZAXPI015219.129","SZAXPI015220.136","SZAXPI015221.142","SZAXPI015222.123","SZAXPI015223.158","SZAXPI015224.13","SZAXPI015225.18","SZAXPI015226.14","SZAXPI015227.13","SZAXPI015228.14","SZAXPI015229.15","SZAXPI015230.16","SZAXPI015231.17","SZAXPI015232.18","SZAXPI015233.19","SZAXPI015234.20","SZAXPI015235.21","SZAXPI015237.23","SZAXPI015238.24","SZAXPI015239.25","SZAXPI015240.26","SZAXPI015241.27","SZAXPI015242.30","SZAXPI015243.31","SZAXPI015244.32","SZAXPI015245.33","SZAXPI015246.34","SZAXPI015247.35","SZAXPI015248.36","SZAXPI015249.37","SZAXPI015250.39","SZAXPI015251.41","SZAXPI015252.43","SZAXPI015253.44","SZAXPI015254.45","SZAXPI015255.46","SZAXPI015256.47","SZAXPI015257.56","SZAXPI015258.57","SZAXPI015259.62","SZAXPI015260.74","SZAXPI015261.75","SZAXPI015262.79","SZAXPI015263.84","SZAXPI015264.87","SZAXPI015265.88","SZAXPI015266.89","SZAXPI015267.102","SZAXPI015268.109","SZAXPI015269.94","SZAXPI015270.90","SZAXPI015271.93","SZAXPI015272.108","SZAXPI015273.95","SZAXPI015274.111","SZAXPI017451.16","SZAXPI017452.17","SZAXPI017453.19","SZAXPI017454.20","SZAXPI017455.21","SZAXPI017456.23","SZAXPI017457.24","SZAXPI017458.25","SZAXPI017459.26","SZAXPI017460.27","SZAXPI017461.32","SZAXPI017462.33","SZAXPI017463.36","SZAXPI017464.37","SZAXPI017465.43","SZAXPI017466.84","SZAXPI017467.87","SZAXPI017468.88","SZAXPI017580.90","SZAXPI017581.93","SZAXPI017582.94","SZAXPI017583.102","SZAXPI017584.108","SZAXPI017585.109","SZAXPI017586.111","SZAXPI017587.113","SZAXPI017588.123","SZAXPI017589.133","SZAXPI017590.136","SZAXPI017591.140","SZAXPI017592.142","SZAXPI017593.158","SZAXPI017594.166","SZAXPI017595.169"
"Mediterraneibacter",0.11745,0.64748,0.09972,0.64113,1.07052,0.66229,0.28775,4.06033,0.24737,0.49488,0.01554,1.11045,0.19742,4.92642,3.21509,7.82509,1.21981,1.95453,8.28777,0.00733,1.63463,1.99029,0.66076,0.8998,0.05683,4.83691,0.51797,0.20408,12.90688,0.3485,11.96149,0.66022,0.82911,0.92141,1.77145,2.86858,2.40076,0.46929,1.82406,35.35889,0.04132,0.7642,0.64972,0.05671,3.94807,0.62546,0.99722,5.9436,4.00172,0.08711,1.398,0.33041,7.26465,1.00969,0.3708,0.37713,2.76873,3.51564,0.20582,0.57567,1.21632,3.45525,0.04314,2.11276,0.94745,4.50706,0.70586,0.38107,0.53271,0.9198,0.12433,0.81711,2.93493,7.03221,0.24591,7.35837,10.47774,0.57364,4.41347,2.35948,0.57308,1.2957,0.06909,0.54424,0.01458,0.30288,0.2738,0.50951,0.00579,0.25166,0.08805,0.39464,12.52759,0.80791,7.96795,5.07906,0.70454,1.82955,8.88953,8.08297,0.00136,1.33491,2.31143,0.26296,1.31971,0.7538,1.76272,0.22201,0.50516,0.44197,0.05499,1.37126,5.59372,0.02729,3.34417,2.55708,0.39804,0.182,2.03217,6.21196,3.06867,1.63347,11.66025,4.11758,5.50836,0,2.99525,3.0813
"Murimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511,0,0,0,0,0.00353,0,0,0,0,0.00019,0,0,0.01726,0,0,0,0.01243,0,0.00488,0,0,0,0,0,0,0,0,0.00015,0.01568,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04062,0,0,0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0.00043,0,0,0,0,0,0,0.00061
"Roseburia",1.1499,7.25573,1.44175,0.29959,0.3279,0.28782,0.1563,0.31151,5.8091,3.79352,1.28001,1.42994,2.08055,5.28066,0.00845,3.67192,0.82884,0.67386,0.88109,0,2.17413,6.47534,5.09537,0.08255,2.5639,0,2.80812,5.5844,1.15219,0.45672,2.03012,1.83878,13.31248,2.75495,0.61012,9.93007,2.75609,0.3399,5.81156,0.19126,6.62725,0.98445,6.8763,8.93247,15.0177,2.81159,4.28386,12.74786,0.10854,0.60479,8.71928,1.188,0.00321,9.14998,2.5972,12.81954,0.45403,4.94499,0.0028,3.52404,4.27465,12.63001,1.43304,1.98298,11.80232,14.37969,6.17995,4.31184,7.62468,4.02836,2.80886,3.69014,3.15445,2.4727,11.77557,0.45682,0.02554,31.57527,3.2147,0.35535,0.89339,7.04048,3.19933,0.74649,17.05459,5.90793,1.24421,4.81789,3.30225,2.34616,3.48045,3.39196,0.7815,9.53951,0.00301,2.13567,0.37928,3.09675,0.73892,4.75289,13.74782,22.27222,7.41876,2.91128,2.40059,1.16048,0.68037,4.82616,0.05595,0.4041,2.48498,5.20581,2.40949,1.54916,0.20659,0,0.3095,0.07383,4.05646,13.94567,2.99479,2.29736,3.20388,4.07454,2.31506,1.61498,5.7781,0.32302
"Sellimonas",0,0,0.00367,0,0,0.00652,0.03723,0,0,0,0,0,0,0,0,0,0.00936,0,0,0,0,0,0,0,0.30609,0.34893,0,0,0,0.03663,0,0.01125,0,0.00124,0,0,0.33684,0.03747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22971,0.08987,0,0,0,0,0.37406,0.00305,0,0,0,0,0,0.00672,0.33647,0,0,0,0,0.12832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13711,0,0.08659,0,0,0,0.10257,0,0.00214,0,0.70515,0,0,0.01306,0.09664,0,0.49992,0,0,0.06296,0.52323,0,0.01909,0,0.06217,0,0.02603,0.27059,0,0,0,3.51241,0,0,0.04905
"Shuttleworthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stomatobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella",0,0,0,0,0,0,0,0,0.06347,0.17997,0,0,0.00235,0,0,0.00743,0,0,0.07734,0,0,0,0.05171,0,0,0.074,0,0,0.11396,0,0,0,0,0,0,0,0,0,0,0.02893,0,0,0,0,0,0,0,0,0,0,0,0,0.09287,0,0,0,0,0,0,0,0.84125,0,0,0,0,0.00719,0,0,0,0,0,0,0,0.83257,0,0.72458,0.05637,0,0.02931,0,0,0,0,0,0,0,0.00171,0,0,0,0,0.00094,0,0,0.04084,0.12942,0,0.99087,0.10839,0,0,0.01302,0.00215,0,0,0,0,0.04189,0,0,0,0,0.00892,0,0,0.00098,0,0.00798,0,0.1617,0.00154,0,0,0,0.12469,0,0,0
"Agathobaculum",0.27805,0.37728,0.11705,3.08266,0,0.76942,0.30547,0,0.04031,0.14796,0.30865,0.07473,0.18235,1.09101,0.53003,3.89164,0.73122,0.05048,0.10246,0,0.12034,0.41903,0.0496,0.05707,0.27012,0,0.41514,0.00319,1.77541,0.03552,3.74824,0.29958,0.67556,0.14157,0.51607,0.61284,0.08648,0.02337,0.03842,0.04389,0.06085,0.18047,0.23426,0.60419,1.50551,0.02465,0.01733,0.56941,0.65763,0.02408,0.07097,0.11798,0.16439,1.26338,0.05976,1.7836,0,1.05366,1e-04,0.07174,0.32253,0.53578,0.21643,0.40194,0.09449,3.41578,0.03947,0.37775,0.23155,0.49802,0.10808,0.48521,0.34894,0.24502,0.47005,0.03178,1.49945,0.06462,1.30297,1.04027,0.09004,0.22692,0.18376,0.02785,0.42146,0.28179,0.19467,0.08957,0.37336,0.0539,0.08637,0.07796,1.8201,0.40323,0.00245,1.94122,0.00405,0.32468,0.95527,0.29158,0.07772,0.16545,2.56575,0.01501,0.07172,0.16417,0.12901,0,0,0.01645,0.24081,0.12773,0.26279,0.00256,0,0.13974,0.04901,0.553,1.13746,0.05108,0.39833,0.5221,1.36328,4.16716,0.95825,0.09133,1.69392,1.09972
"Anaerofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0.00119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0,0,0,0,0
"Anaeromassilibacillus",0.00576,0,0.21467,0.03245,0.02133,0,0.1381,0,0,0.00543,0,0,0.02014,0,0,0.28898,0.00355,0,0,0,0,0,0,0.00307,0,0,0.08717,0.39667,0,0.00726,0,0.0179,0,0,0,0,0.14102,0.07213,0.0643,0,0,0.11769,0,0.07594,0.00042,0.40322,0.0187,0.10809,0,0,0,0,0,0.00512,0.27173,0.00066,0,0,0,0.04283,0.04337,0,0.03859,0.07522,0.00231,0.02577,0.00105,0.00017,0,0.02961,0.04737,0.00181,0.24692,0,0,0,0,0.0014,0,0,0,0.01139,0,0.04773,0,0.0053,0.00537,0.04611,0,0,0.15108,0,0,0.03158,0,0,0,0.0376,0.0807,0.3072,0.00386,0,0,0.0346,0,0.02779,0,0.00518,0.00164,0.07964,0,0,0.00513,0.00282,0,0,0.02196,0,0,0,0,0,0,0,0.10518,0,0,0
"Anaerotruncus",0,0.04359,0.0043,0.02205,0,0.00795,0,0.00551,0,0.14067,0,0.01761,0.03398,0.35415,0.04565,0.02977,0.04458,0.02155,0,0,0,0,0,0.00194,1.16262,0.09571,0.0466,0.0463,0.00242,0,0,0.02149,0,0.00088,0.37691,0.00622,0.20434,0,0.09942,0,0,0.14958,0.00074,0.00233,0,0.0355,0.08019,0.02047,0,0,0.03861,0,0,0,0.10196,0,0,0,0,0.02397,0.03777,0,0.00949,0,0,0.00952,0.07408,0,0,0.01476,0.00378,0,0.02127,0.03194,0,0.01767,0,0.00534,0,0,0.00622,0.00395,0.02019,0,0.00332,0.00777,0.00888,0.05879,0,0.00377,0.03613,0.01414,0,0,0,0,0.02551,0.0471,0,0.00261,0.03312,0.01263,0,0.37366,0.12886,0.014,0.27266,0.04623,0.10521,0,0,0,0.00836,0.00662,0,0.01012,0.00161,0.13947,0.02067,0.04309,0.0012,0,0,0,0.02607,0.00263,0,0.27194
"Faecalibacterium",3.70796,5.15137,0.81765,3.37249,2.29617,0.69536,0.00414,0.00141,0.13091,0.61704,1.56926,1.88926,2.82521,4.87,0.0244,0.38705,2.77919,0.86686,0.21888,0.00299,2.39405,6.43852,2.28055,0.44172,5.27336,0.00233,0.87691,0.82321,1.06447,0.53317,3.60161,1.56575,11.91394,8.57382,0.35532,4.68605,0.71646,1.99898,5.80921,10.60346,4.59141,2.75841,1.28975,6.88302,26.7739,6.08956,2.97514,12.53848,0.1724,0,16.21929,3.82333,1.55113,15.74371,1.14917,12.25353,0.00213,6.43665,0.00741,4.69752,6.20322,16.45205,2.25365,2.01041,4.69291,33.78272,4.0176,21.84385,2.51087,2.24215,4.75357,11.12475,5.49591,0,6.89164,0.13137,4.30238,8.61162,12.09237,4.55214,2.78638,2.79622,1.71553,5.40867,3.98671,5.14914,2.42045,4.255,8.11013,1.81107,4.77266,3.4788,12.13634,5.92385,0.04583,11.68722,1.56266,1.23741,2.46409,2.21535,8.67249,13.29744,6.40808,0.51719,1.43442,4.19788,1.16114,0.77565,0.11608,6.0571,5.30171,6.67186,2.37838,0.61225,0,2.10209,1.62771,0.54733,11.65802,0.0273,10.74051,2.98043,2.31311,8.21451,5.06033,4.37892,8.65497,0.03005
"Flavonifractor",0,0.43511,0.00566,0.01756,0.01327,0.03954,0.47265,1.69745,0.19369,0.1028,3.32754,0.04513,0.00852,4.2032,1.08197,0.29817,0.27359,0.04747,0.15364,0.14386,0.23983,0.00438,0.11377,0.03373,0.26765,2.81673,0.07243,0.37944,0.37543,1.08404,0.01413,1.97259,0.08827,0.10168,0.26742,0.14457,0.66241,0.02867,0.04311,0.18069,0.06595,0.00894,0.0781,0.23685,0.0157,0.01568,0.11115,0.07832,0.21834,0,0.0907,0.14475,3.252,1.41699,0.22269,0.01208,2.14622,0.00905,0,0.4199,0.10994,0.0166,0.10931,0.04596,0.05534,1.12628,0.14781,0.04552,0.02001,0.09509,0.18106,0,0.03477,2.32047,0,0.24214,1.66607,0.03464,0.41425,1.00539,0.06447,0.15591,0,0.03096,0.14283,0.06382,0.08187,0.05152,0.04267,0.01981,0.11316,0.09342,0.5968,0.58163,0.02298,6.85367,0.17581,0.83562,1.53405,0.12183,0.36348,0.0502,1.43026,0.60498,1.40349,0.0683,1.63034,0.36646,0.14559,0.01787,0.00494,0,0.24313,0.01497,1.44385,0.32661,0.20438,0.42949,0.07234,1.33033,0.23777,2.33662,0.12125,0.00465,0.03477,0.24425,0.05182,0.04633
"Harryflintia",0.0071,0,0.05542,0.00466,0.00124,0,0,0,0,0.00522,0,0.01295,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0,0.01195,0.00757,0,0,0,0,0,0.01499,0,0.00075,0.03431,0.00485,0.06806,0,0,0,0.00323,0.03351,0,0.03359,0.00051,0.01051,0,0,0,0,0,0,0,0,0,0,0,0.00467,0.00195,0,0.00468,0.00964,0,0,0,0,0,0.00279,0.00268,0,0.03758,0.00046,0,0,0,0,0,0,0.00069,0.00066,0,0.01296,0,0,0,0.00497,0,0,0.00888,0,0,0,0,0,0.00427,0,0,0,0,0,0,0,0,0,0,0,0,0.02606,0,0,0,0.20173,0,0,0.01177,0,0,0,0,0,0,0,0.02006,0,0,0
"Monoglobus",0.11737,0,0,0,0,0,2.26604,0,0,0,0,0,0,0,0,0.14471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97894,0,0,0,0,0,0,0,0.51427,0,0.84211,0,0,0.29195,0,0,0,0.08417,0,0.0281,0,0,0,0,0,0.17988,0,0,0,0,0,0,0,0,0,0,0.02597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter",1.05127,0.15275,0.31205,0.01158,1.42583,0.10329,0,0,0.22043,0.10203,0,0.27665,0.56329,0.01706,0,0,0.39413,0.09856,0,0,0.00298,0,0.31653,0.06767,0,0,0.16684,0.07461,0,0.00314,0.00319,0,0.00111,0.75136,0,1.35272,0.00129,0.69041,0.36094,0,0.79602,0,0.23554,0.0097,0.07978,2.11947,0.17436,0.27378,0,0,0.42822,0.14287,0,0,0.41734,0.8382,0.4951,0.08603,0,0.20027,0.02871,0.3915,0.94441,0.16174,0.16597,0,0.07888,0.00492,0.41261,0.09926,0.60321,0.07564,0.09754,0,0.25821,0.0159,0,0.08671,0,0,0.41166,0.82833,0.4888,2.12774,0,0.04432,0.75172,0.45992,2.7216,1.34861,0.30141,0.29597,0.17774,0,0,0,1.7614,0.33184,0,0.09824,0.9061,0.1932,0,21.84129,0.00669,0.89642,0.64314,0.00216,0,4.07772,0.67434,0.68254,1.37132,0.56567,0.65292,0.01111,0,0.03839,0.8795,0,0.04073,0,0.00114,0.48127,0.0358,0.15254,0.55782,0
"Pseudoflavonifractor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723,0.037,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261,0,0.00252,0,0,0,0,0,0,0,0,0.01206,0,0,0,0,0,0,0,0,0,0,0.00604,0,0,0,0.00635,0,0,0,0.00531,0,0,0,0,0,0,0,0.00086,0,0,0,0,0,0.00652,0,0,0.01158,0,0,0.00168,0,0.02107,0,0,0,0.00088,0.00243,0,0,0.17139,0,0,0.25326,0,0,0.04863,0,0,0,0,0,0,0.00695,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus",0.12561,0,0.00541,28.2538,1.31965,2.45974,12.90769,0,0.00373,1.22254,0.06742,0.45534,6.40107,0,0,24.76872,3.33965,0.53801,0.06303,0,0.00018,0,0.87128,3.1321,7.52638,0.00014,18.88376,6.63968,0.00331,0.013,0.07342,0.03471,0.54301,0.00437,1.7634,0.3112,15.53929,0.00671,3.1431,0.00241,1.66506,10.5701,3.55253,12.10387,2.8504,6.16885,7.54846,13.76525,0.00171,0.06441,1.88596,0,0.00216,0,24.48042,3.65246,6e-04,14.71621,0.00087,0.00067,22.89697,1.40531,0.58522,0.87258,0.99565,5.94026,22.56368,13.77867,11.48885,28.7238,4.96712,10.63005,0.0638,8.82123,8.38132,4.2177,0,2.90664,1.62384,0.77741,5.52917,20.43847,3.19484,1.00844,8.02793,3.90049,1.90093,3.28136,4.99143,0.28117,14.46356,1.09604,0.00108,4.79711,0.00303,1.80638,14.20761,0.02175,0.03273,30.08292,0.06477,8.16935,0,3.61441,1.06771,4.44289,1.32394,4.69724,14.629,1.50555,1.87372,0.4174,0.04483,25.88212,0,0,0.23457,0.5741,3.76822,11.3859,3.49524,0.00585,2.37658,11.33996,33.69518,2.55839,11.13888,0.00197
"Ruthenibacterium",0.14031,1.15929,0.28026,0.92803,0.27699,0.04295,8.49267,0.08812,0.07279,0.24193,0,0.1293,0.38282,6.48509,0.66913,1.03959,0.35188,0.56147,0.02276,4.65727,0,0.00921,0.0435,0.38068,0.02621,3.06255,1.83218,1.53947,0.36987,0.53179,0.00033,0.62518,0.05822,0.01888,0.21456,0.0803,2.93411,0.12343,2.40482,0.24942,0.01516,1.41863,0.37655,0.329,0.01983,1.66619,0.10573,0.51052,0.06604,0,0.21074,0.07084,0,0.97034,2.11153,0.02961,1.0638,0.00982,0.00454,0.63281,0.3058,0.05324,0.10218,0.24354,0.06122,1.16716,0.53669,0.07281,0.0157,0.41217,0.39982,0.05308,0.85434,0.66578,0.01297,0.11591,0.04268,0.2133,0.7717,0,0.05953,0.51981,0.03729,0.10667,0.06244,0.00048,0.11023,0.36966,1.20119,0.03935,0.27418,0.0248,0.36063,0.1093,0,0.61642,3.5432,3.03897,0.28512,0.02837,0.59118,0.02789,0.08624,10.20339,0.06195,0.0587,0.37329,0.22895,1.61117,0.14288,0.00942,0,0.21465,0.74099,0.27189,0.38263,0.11775,0.05114,0.09968,0.29474,0.12427,0.619,0.06112,0.05526,0.77458,2.28526,0.11032,1.94791
"Subdoligranulum",0,0,0,0,0,0,0,0.00099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridioides",0,0,0,0,0,0,0,0.00737,0,0,0,0,0,0,0,0,0,0,0,0.22457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Criibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Filifactor",0.36676,0,0,0,0.15477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03033,0.01499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intestinibacter",0,0.23686,0.09181,0.00533,0.06005,0,0.15452,0.13285,0,0,0,0,0,0.00631,0,0.00523,0,0,0,0,0,0.00178,0,8e-04,0.0281,0.19099,0.05082,0.01787,0.07533,0.00168,2.14615,0,0.10296,0,0.02988,0,0.07426,0.00085,0.37702,0.01433,0,0.09339,0.00082,0,0.33799,0.28959,0.00748,0,0,0.01649,0,0.00527,0.07194,0.0057,0,0,0,0,0,0.03694,0.32437,0.03252,0,0.04377,0.11513,0.15516,0.30846,0,0.151,0.09578,0,0.02734,0.57928,0.00721,0,0,0.15861,0.01193,0.02783,0.00696,0.01674,0.0123,0,0,0.01721,0,0,0.04235,0,0,0.29604,0.01473,0,0.41022,0,0.17858,0.00101,0.00442,0.03348,0.85366,0.0364,0.08462,0,0.17125,0,0.02396,0.02167,0.02158,0.0284,0.01752,0.02541,0,0,0,0,0.01842,0,0.07707,0,0.12884,0.14963,0,0.05865,0,0,0.00278,0,0
"Peptoanaerobacter",0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus",0.41566,0.00074,0.30166,3.32725,0.02681,0.00122,0.00215,0.15698,0,0,0,0.00101,0,0.01037,0.15306,0.00155,0,0.0067,0,0,0,0,0.05092,0,0,0,0.76815,0,0,0,0.00095,0.02057,0,0,0,0,0.00296,0.19502,1.60569,0.00487,0,2.13861,0.0369,0,0.00089,0.00498,0.00567,0,0,0,0,0,0,0.00111,0,0,0.14805,0,0,0,0,0,0,0,0,0,0,0,0,1.70988,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01667,0.04288,0.00024,0,0,0.04013,0,0,0,0,0,0.08138,0.29108,0,0,0,0.11039,0.00137,0.73916,0.09467,0.00584,0.02999,3e-04,0.71992,0.00296,0,0,0.01192,0,0,0,0,0.20798
"Romboutsia",0,0.00094,0.00239,0,0,0,0,0,0.00241,0,0,0,0,0.00549,0.00457,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0.01026,0,0,0,0.00424,0,0.00225,0.00033,0,0,0.00729,0.22159,0,0.00036,0,0.00115,0.02538,0.00656,0,0.01312,0.00263,0.00396,0.00809,0,0,0,0,0.01998,0,0,0.00041,0,0.00515,0.00184,0,0.00124,0.00274,0.00454,0,0.00243,0,0,0,0.00098,0.01327,0,0.00103,0,0,0,0.00395,0,0,0,0,0,0,0.00099,0,0.004,0,0,0.00573,0,0,0,0,0,0,0,0,0.00544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373,0,0,0.00076,0,0.00038,0,0,0
"Terrisporobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger",0.50261,0.73786,0.23147,0.21768,0.0829,0,0,0,0,0.4398,0.00751,0.14277,0.08532,0.56182,0,0,0,0.0036,0.00275,0,0.03818,0.13385,0.03907,0.45762,0,0,0.38778,0.21179,0,0.00627,0.58506,0,0.27911,0.30263,0,0.14991,0,0.08976,1.10985,0,0.04221,0,0.0167,0.24109,0.24278,0.0617,0.16549,0.4041,0,0.00013,1.00927,0.24624,0,8e-05,2.28817,0.19004,0,0.14761,0,0.00245,0.46789,0.06992,0.1043,0.57416,0.11126,0,0,0.05266,0.20652,0.21682,0.05532,0.37134,0.39648,0,0.07733,0,0,0.19592,0.00121,0.07202,0.08032,0.03849,0.08053,0.09482,0.33735,0.02817,0.14968,0.52761,1.26453,0.03654,0.56276,0.05914,0.10862,0.11416,0,0,0.11701,0,0,0,0.02422,0.0097,0,0,0.07812,0.25071,0.08817,0,0,0.0669,0.04005,0.14441,0.02152,0.11593,0,0.00769,0.08424,0,0.80273,0,0.51599,0.00163,0.65876,0.42779,0.0047,0.09724,0.37088,0
